rera_no,project_name,promoter,location,district,pincode,state,last_modified,source
PM1220002500474,Sai Sarvam,Perfect Buildcon,Nashik,Nashik,422010,MAHARASHTRA,2025-08-04,maharera
PR1320002500911,Royal Pragati,Royal Buildcon & Associates,Solapur North,Solapur,413004,MAHARASHTRA,2025-09-23,maharera
PC1260002500692,VJ IndiWorks Kharadi Central,Vilas Javdekar Eco Homes,Pune City,Pune,411014,MAHARASHTRA,2026-01-31,maharera
PR1260002500566,Silver Sunrise,M/s. Aghanya Associates,Haveli,Pune,412105,MAHARASHTRA,2025-08-14,maharera
PM1260002501710,Sai Shrushti,sai samarth developers,Haveli,Pune,412308,MAHARASHTRA,2025-12-08,maharera
PR1270002501096,VISTA HEIGHTS,GLOBAL INFRA,Panvel,Raigarh,410218,MAHARASHTRA,2026-05-21,maharera
PR1290002502839,Surya Universe,,Miraj,Sangli,416416,MAHARASHTRA,2026-03-24,maharera
PM1270002600427,SIDDHIVINAYAK DARSHAN,RIU HOMES PRIVATE LIMITED,Panvel,Raigarh,410206,MAHARASHTRA,2026-05-27,maharera
P52100080867,ARIHANT SKYSUITES,Keys Infra Ventures India LLP,Mulshi,Pune,411033,MAHARASHTRA,2026-01-30,maharera
P51100080868,PALAKSH APARTMENT,Satish Pralhadrao Mahamune,Nanded,Nanded,416203,MAHARASHTRA,2025-07-25,maharera
P51700080869,A N EMPIRE,A N BUILDER AND DEVELOPERS,Ambarnath,Thane,421004,MAHARASHTRA,2025-07-25,maharera
PR1260002500761,SARASNAGAR,CITY ETHERNAL LLP,Pune City,Pune,411030,MAHARASHTRA,2025-09-11,maharera
PM1330002500898,SAPPHIRE SQUARE,VEDANT CONSTRUCTION,Thane,Thane,400602,MAHARASHTRA,2025-09-22,maharera
PP1190002501151,Icon Residency,ANJUM SAHER  SAYED IQBAL,Kamptee,Nagpur,440024,MAHARASHTRA,2025-10-09,maharera
PR1331012501534,Iskcon Residency Phase-II Type  B,Iskcon Realtors,Ambarnath,Thane,421501,MAHARASHTRA,2025-11-21,maharera
PR1240002502918,PUSHP VATIKA PHASE 1,BHU SATYA GRIHNIRMAN LLP,Palghar,Palghar,401404,MAHARASHTRA,2026-03-18,maharera
PR1260002500627,APARNALI,Kotibhaskar Infrastructures &Developers Pvt.Ltd.,Pune City,Pune,411005,MAHARASHTRA,2026-02-03,maharera
PM1260002502697,Shiv Ganesh Heights,Pansare Buildcon,Haveli,Pune,412109,MAHARASHTRA,2026-03-10,maharera
PR1240002500943,FAITH APARTMENT C WING,NINE REALCON INFRA PRIVATE LIMITED,Vasai,Palghar,401301,MAHARASHTRA,2026-06-04,maharera
PR1240002500912,ALFALAH RESIDENCY,ALFALAH REALTY LLP,Vasai,Palghar,401208,MAHARASHTRA,2025-09-23,maharera
PR1261012500787,MOUNT KUSUR PHASE 1,CLARKS LEISURE PRIVATE LIMITED,Mawal,Pune,410405,MAHARASHTRA,2025-09-15,maharera
P52000080870,SKY LARK,SATYAM BUILDCON,Uran,Raigarh,400702,MAHARASHTRA,2025-07-28,maharera
P51700080871,Karnika Galaxy Phase 2,PATIL DEVELOPERS,Thane,Thane,400612,MAHARASHTRA,2025-07-28,maharera
P51600080872,ROYAL OAK RESIDENCY,SHREE DATTAKRUPA BUILDERS,Nashik,Nashik,422002,MAHARASHTRA,2025-07-28,maharera
P51700080873,PRECIOUS ORCHID,Precious Keystone LLP,Kalyan,Thane,421103,MAHARASHTRA,2026-06-05,maharera
P51600080874,Real Spaces,Real Spaces,Nashik,Nashik,422002,MAHARASHTRA,2025-07-28,maharera
P51600080875,Prakash Chhaya Apartment,Dhruved Construction,Nashik,Nashik,422006,MAHARASHTRA,2025-07-28,maharera
P50500080876,Prozone Palms Elante,Hagwood Commercial Developers Private Limited,Nagpur (Urban),Nagpur,440025,MAHARASHTRA,2025-07-28,maharera
P52100080877,GHANWAT ICON,SHIVAM DEVELOPERS PVT LTD,Khed,Pune,410501,MAHARASHTRA,2026-05-12,maharera
P50500080878,MAULI TOWN-30,PPJ PROPERTIES PRIVATE LIMITED,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2025-07-28,maharera
PR1240002502919,AYODHYA NAGARI -1,Veer Global Infraconstruction Limited,Vasai,Palghar,401208,MAHARASHTRA,2026-03-18,maharera
PR1270002500559,Mushtaq Complex,A A Enterprises,Karjat,Raigarh,410101,MAHARASHTRA,2025-08-12,maharera
PR1180002501814,Jalkirti CHS Ltd Redevelopment Project,Balajee Homes And Realtors LLP,Borivali,Mumbai Suburban,400091,MAHARASHTRA,2026-06-03,maharera
PM1330002501948,SAURABH CHSL,SHREE GURUMANYA CONSTRUCTIONS,Ambarnath,Thane,421503,MAHARASHTRA,2025-12-30,maharera
PR1330002501064,LVR Palava -Ready Villa's on land,Lodha Developers Limited,Kalyan,Thane,421204,MAHARASHTRA,2026-03-24,maharera
PR1330002501759,BARKU HORIZON,SHREE DATTA DEVELOPERS,Kalyan,Thane,421306,MAHARASHTRA,2026-06-13,maharera
PR1180002600023,AARYA BY MANGAL,MANGAL BUILDHOME PRIVATE LIMITED,Andheri,Mumbai Suburban,400049,MAHARASHTRA,2026-04-06,maharera
PR1281012501090,BELLA VISTA,Pravin Narayan Lad,Ratnagiri,Ratnagiri,415639,MAHARASHTRA,2025-10-03,maharera
PC1180002501134,Skyline Business World Wing B,Skyline Prashasti,Andheri,Mumbai Suburban,400059,MAHARASHTRA,2025-10-09,maharera
PR1180002501890,Anand Villa,Ivaan Buildcon LLP,Andheri,Mumbai Suburban,400093,MAHARASHTRA,2025-12-26,maharera
PR1260002501050,SKY SUITES BY BRAMHACORP,Bramhacorp Limited,Haveli,Pune,411001,MAHARASHTRA,2025-10-01,maharera
PM1260002500748,Siddhivinayak Residency,Vastupurti Constructions,Pune City,Pune,411011,MAHARASHTRA,2026-06-05,maharera
P52100080879,Sagacity Abode,Sagacity Buildcon Private Limited,Mawal,Pune,410507,MAHARASHTRA,2026-03-13,maharera
P51700080880,Sai Complex,SHIV SAI CONSTRUCTION,Kalyan,Thane,421204,MAHARASHTRA,2025-07-29,maharera
P51700080881,KRISHNA SADAN,SAI SHARDHA DEVELOPERS,Ambarnath,Thane,401101,MAHARASHTRA,2025-07-29,maharera
P51600080882,AASTHA OASIS,Deacon Infrastructures Pvt. Ltd.,Nashik,Nashik,422003,MAHARASHTRA,2025-07-29,maharera
P51700080883,DDSR DREAMWOOD CHS LIMITED,DDSR DREAMWOOD CHS LIMITED,Thane,Thane,400706,MAHARASHTRA,2025-07-29,maharera
P51600080884,MAHESH RESIDENCY,KEDARNATH CONSTRUCTION,Nashik,Nashik,422101,MAHARASHTRA,2025-07-29,maharera
P52100080885,PINEWOODS,SHREE SAMRAJYA DEVELOPERS,Haveli,Pune,411062,MAHARASHTRA,2025-07-29,maharera
P50500080886,SATNAM NAGRI,SATNAM DREAM INFRA,Nagpur (Urban),Nagpur,440017,MAHARASHTRA,2026-02-13,maharera
P52100080887,SUROBHI ELITE,SSRPL Pune LLP,Haveli,Pune,411001,MAHARASHTRA,2025-07-29,maharera
P53100080888,Skyline Residency,Irfan Abbas Momin,Tasgaon,Sangli,416312,MAHARASHTRA,2025-07-29,maharera
PM1260002501507,Royal View,A. K. Developers,Haveli,Pune,412105,MAHARASHTRA,2025-11-18,maharera
PR1330002500693,L AND T SEAWOODS - TOPAZ AT WEST SQUARE,L&T Realty Properties Limited,CTSO Thane,Thane,400706,MAHARASHTRA,2025-09-01,maharera
PR1300002500772,Surwadi Park,Surawadi Park,Phaltan,Satara,415528,MAHARASHTRA,2025-09-15,maharera
PP1190002502019,RUCHI EMPIRE,PRAVIN MANSARAM WALDE,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2026-01-08,maharera
PR1270002501012,LAXMI PRESTIGE,LAXMI BUILDERS,Panvel,Raigarh,410208,MAHARASHTRA,2025-09-29,maharera
PM1330002502330,SHREE ASTHAVINAYAK COMPLEX BUILDING NO.1,VASTU RECON,Ambarnath,Thane,421503,MAHARASHTRA,2026-02-11,maharera
PM1270002500835,TULSHIRAM HEIGHTS,TIMES PROPERTY,Panvel,Raigarh,410218,MAHARASHTRA,2025-09-18,maharera
PP1190002500524,MAULI TOWN-33,KIRTISAGAR REALTY PRIVATE LIMITED,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2025-08-11,maharera
PM1330002501711,MORYAGOLDEN IMPERIAL,MORYAGOLDEN IMPERIAL LLP,Kalyan,Thane,421301,MAHARASHTRA,2025-12-08,maharera
PR1330002501277,Shree Krupa,MAGNUM BUILDERS,Thane,Thane,400602,MAHARASHTRA,2025-10-20,maharera
PM1300002503028,RANJIT PLAZA,SKYLINE DEVELOPERS,Patan,Satara,415206,MAHARASHTRA,2026-03-24,maharera
PM1330002501215,GRAND UNITY RESIDENCES,YASH ENTERPRISES,Ambarnath,Thane,421503,MAHARASHTRA,2025-10-13,maharera
PR1261012500944,Tranquil Piedmont Estates,,Mulshi,Pune,410401,MAHARASHTRA,2025-09-24,maharera
PR1260002501211,Dhanashree,Ranjekar Realty LLP,Haveli,Pune,411007,MAHARASHTRA,2026-02-05,maharera
PM1180002501266,EMPIRE PRESTON,EMPIRE REALTY,Borivali,Mumbai Suburban,400103,MAHARASHTRA,2026-03-06,maharera
PR1330002501232,SKY GALAXY BLDG NO 2,ATREE DEVELOPERS,Ambarnath,Thane,421503,MAHARASHTRA,2025-10-15,maharera
PR1180002501827,Avanya Tower D,Aniline Properties Private Limited,Borivali,Mumbai Suburban,400068,MAHARASHTRA,2025-12-19,maharera
PM1010002500804,OJASWINI HEIGHTS,SAI BHAGIRATHI ELITE PRIVATE LIMITED,Rahuri,Ahmednagar,413705,MAHARASHTRA,2025-09-16,maharera
PC1180002500764,33FIFTEEN,AJMERA LUXE REALTY PRIVATE LIMITED,CTSO Bandra,Mumbai Suburban,400050,MAHARASHTRA,2026-04-08,maharera
PR1260002501303,KRUSHNAI HOMES,SUKHKARTA CONSTRUCTION AND DEVELOPERS,Mawal,Pune,410507,MAHARASHTRA,2025-10-20,maharera
PM1280002600197,JIJA MEDALLION,Akshay Ajit Punnatalikar,Ratnagiri,Ratnagiri,415612,MAHARASHTRA,2026-04-18,maharera
PR1180002500822,AJMERA MANHATTAN BUILDING 4A AND 4B,AJMERA REALTY AND INFRA INDIA LTD,Kurla,Mumbai Suburban,400037,MAHARASHTRA,2026-02-10,maharera
PR1170002501596,AVENUE 18,Shree Divyakirti Constructions LLP,Ward FSouth,Mumbai City,400012,MAHARASHTRA,2025-11-27,maharera
PR1260002500773,RAKHI,Ranjekar Realty LLP,Haveli,Pune,411038,MAHARASHTRA,2026-06-13,maharera
PM1180002500667,NUTAN DAHISAR,NOOTAN ASSOCIATES,Borivali,Mumbai Suburban,400068,MAHARASHTRA,2025-08-26,maharera
PM1150002500633,HIRA HEIGHTS,OM CONSTRUCTION,Gadhinglaj,Kolhapur,416502,MAHARASHTRA,2025-08-22,maharera
PR1300002500975,DESHMUKH ELEMENTS,SUNRISE DEVELOPERS,Satara,Satara,415003,MAHARASHTRA,2026-06-03,maharera
PR1260002500803,Krutarth,Majestique Duropolis Pvt Ltd,Haveli,Pune,411037,MAHARASHTRA,2026-06-09,maharera
PR1180002501410,152 Samruddhi,Aditya Samruddhi Enterprises,Kurla,Mumbai Suburban,400024,MAHARASHTRA,2025-11-07,maharera
PR1260002500638,SAMRUDDHI SUYOG,SAMRUDDHEE CONSTRUCTIONS,Haveli,Pune,411018,MAHARASHTRA,2025-08-25,maharera
PP1190002500829,RAGHUKUL PARK-4,SANJAY RAMKRUSHNA JAGTAP,Hingna,Nagpur,441110,MAHARASHTRA,2025-09-17,maharera
PP1190002500675,MAULI TOWN-34,PPJ PROPERTIES PRIVATE LIMITED,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2025-08-28,maharera
PR1240002500951,VISHWANATH CASA CITY,FUTURE INFRA,Palghar,Palghar,401501,MAHARASHTRA,2025-09-25,maharera
PP1270002501985,Advika Hill City-1,M/s Aradhya Developers,Khalapur,Raigarh,410202,MAHARASHTRA,2026-01-05,maharera
PR1260002500836,Ratnaa Residency,Narmada Promoters and Builders,Haveli,Pune,411015,MAHARASHTRA,2025-09-18,maharera
PR1330002500952,Sarovar,BUILDING DESK,Ambarnath,Thane,421501,MAHARASHTRA,2025-09-25,maharera
PM1220002500637,Opal Park,Panchratna Builders and Developers,Nashik,Nashik,422003,MAHARASHTRA,2025-08-25,maharera
PR1260002501078,GANRAJ HEIGHTS,,Mawal,Pune,410507,MAHARASHTRA,2025-10-01,maharera
PR1261012501150,Casa Verde - A Wing,Skyboat Infrastructure Unit-1 LLP,Haveli,Pune,411001,MAHARASHTRA,2025-10-09,maharera
PR1180002500875,OMKAR SAMARTH,PALKAR REALTY PRIVATE LIMITED,Andheri,Mumbai Suburban,400055,MAHARASHTRA,2025-09-22,maharera
PR1260002500617,CLONE TIARA PH-2,CLONE PROPERTIES LLP,Haveli,Pune,412105,MAHARASHTRA,2025-09-08,maharera
PM1181012500995,West Center Meridian Court,Vijaykamal Properties Pvt Ltd,Borivali,Mumbai Suburban,400067,MAHARASHTRA,2026-06-23,maharera
PM1260002600107,Kokane Rich Heights,N K BUILDERS,Ambegaon,Pune,410503,MAHARASHTRA,2026-04-15,maharera
PR1040002500953,Vasundhara,MORYA ASSOCIATES,Aurangabad,Aurangabad,431001,MAHARASHTRA,2025-09-25,maharera
PR1330002500565,MALHAR ENCLAVE,SM ENTERPRISES,Kalyan,Thane,421301,MAHARASHTRA,2025-08-14,maharera
PM1270002500786,BAUGH-E-ALI,SMAQ BUILDERS,Khalapur,Raigarh,410203,MAHARASHTRA,2025-09-15,maharera
PM1260002502370,SHRISHA INFINIA,EMPEROS BUILDCON,CTSO Pimpri Chinchwad,Pune,411017,MAHARASHTRA,2026-02-16,maharera
PM1270002500726,Ammara Heights,,Karjat,Raigarh,410101,MAHARASHTRA,2025-09-09,maharera
PR1270002501192,Deep Bindiya CHSL,PriyalVastu Associates,Panvel,Raigarh,410206,MAHARASHTRA,2025-10-13,maharera
PM1150002501276,Niranjan Heights,,Hatkanangle,Kolhapur,416115,MAHARASHTRA,2025-10-20,maharera
P52100080889,SATVAM HILLS C1,SYNERGY PIONEER AOP,Mulshi,Pune,412108,MAHARASHTRA,2026-06-10,maharera
P52100080890,Suryam 89,Uptitan Infra PVT LTD,Haveli,Pune,412207,MAHARASHTRA,2025-08-01,maharera
P52100080891,EVOLVUS PHASE-III,TOWNSHINE REALTIES PRIVATE LIMITED,Haveli,Pune,411014,MAHARASHTRA,2025-08-01,maharera
P51700080892,HILL GALAXY PHASE II,GULAMRASUL MOHAMMED ALI SHAIKH,Thane,Thane,401107,MAHARASHTRA,2025-08-01,maharera
P52100080893,Lotus Florina,Lotus Florina,Haveli,Pune,412101,MAHARASHTRA,2026-05-07,maharera
P50500080894,SAI NAGRI - 11,Sudhakar Vitthalrao Kohale Gopal J Chandak and Chandrapal Hanumansing Gaherwar,Nagpur (Rural),Nagpur,440034,MAHARASHTRA,2025-08-01,maharera
P52600080895,VIJAYRAJ SAMRUDDHI,Om Realtors,Solapur North,Solapur,413008,MAHARASHTRA,2025-08-01,maharera
P52800080896,SAGAR SPARSH,ABHAY MAHENDRA JAIN,Ratnagiri,Ratnagiri,415612,MAHARASHTRA,2025-08-01,maharera
P51900080897,VIDA CREST,APEX INFRASTRUCTURE,Ward E,Mumbai City,400027,MAHARASHTRA,2026-06-17,maharera
P99000080898,SAMYA ONE,PRIMEVILLE DEVELOPERS LLP,Dahanu,Palghar,401103,MAHARASHTRA,2025-08-01,maharera
PM1330002501097,Raheja Atlantis-1,Raheja Universal (Pvt.) Ltd.,Thane,Thane,400705,MAHARASHTRA,2026-05-14,maharera
PR1300002501233,Sanjog Niketan,Shree Niketan Developers,Satara,Satara,415001,MAHARASHTRA,2025-10-15,maharera
PR1170002501627,KSA AMAIRA,K S A AND ASSOCIATES,Ward E,Mumbai City,400008,MAHARASHTRA,2025-11-28,maharera
PP1260002500563,One Talegaon,Iprima Infra LLP,Mawal,Pune,410507,MAHARASHTRA,2025-08-13,maharera
PR1260002600574,LEELAI MAJESTIC,,Haveli,Pune,411041,MAHARASHTRA,2026-05-29,maharera
PR1260002501650,DREAMS RIVIERA A WING,ASHTAVINAYAK INFRA,Haveli,Pune,412201,MAHARASHTRA,2025-12-02,maharera
PR1280002500858,ABHISHEK RESIDENCY,ALLIANCE HEIGHTS,Ratnagiri,Ratnagiri,415639,MAHARASHTRA,2025-09-22,maharera
PM1180002500619,MARATHI ASMITA,CHARKOP MARATHI ASMITA CHSL,Borivali,Mumbai Suburban,400067,MAHARASHTRA,2025-08-21,maharera
PR1260002500715,Namrata Sarvam,NAMRATA KHANDGE VENTURES,Mawal,Pune,410507,MAHARASHTRA,2026-04-24,maharera
PR1260002501949,RAJLAXMI PRESTIGE,RAJLAXMI DEVELOPERS,Junnar,Pune,410504,MAHARASHTRA,2025-12-30,maharera
PR1270002501828,Satyam Heaven,Today Realty,Panvel,Raigarh,410206,MAHARASHTRA,2026-03-28,maharera
PR1260002502448,GIRIVRUNDAVAN,RUHI CONSTRUCTIONS,Pune City,Pune,411016,MAHARASHTRA,2026-02-23,maharera
PR1330002500945,SWAMI RESIDENCY,SWAASTIIK PVRNFRA LLP,Kalyan,Thane,421306,MAHARASHTRA,2025-09-24,maharera
PM1040002500636,ARCH VISTA,Vista Associates,Aurangabad,Aurangabad,431001,MAHARASHTRA,2025-08-25,maharera
PR1270002501815,Raya,Zorba Group,Panvel,Raigarh,410210,MAHARASHTRA,2026-03-26,maharera
PR1330002501438,SHREE SAI CHARAN CHSL,MANDAR CONSTRUCTIONS AND DEVELOPERS LLP,Thane,Thane,400605,MAHARASHTRA,2026-02-28,maharera
PR1260002501752,MEDHA,D & T PROPERTIES,Haveli,Pune,411007,MAHARASHTRA,2026-05-28,maharera
PP1190002501173,SDPL Suvarnabhumi,SANDEEP DWELLERS PVT. LTD.,Kalameshwar,Nagpur,440023,MAHARASHTRA,2025-10-10,maharera
P52100080899,Devgiri Park,Unique Developers,Baramati,Pune,413102,MAHARASHTRA,2025-08-04,maharera
P99000080900,YASHWANT AVENUE 3,Ajiv Yashwant Patil,Vasai,Palghar,401303,MAHARASHTRA,2025-08-04,maharera
P52200080901,Sairaj Park,Sairaj Park,Nagar,Ahmednagar,414005,MAHARASHTRA,2025-08-04,maharera
P51800080902,ELEVIA,VIDA INFRAHUB LLP,Kurla,Mumbai Suburban,400071,MAHARASHTRA,2025-08-04,maharera
P51600080903,IS RESIDENCY PARK,IS CONSTRUCTIONS AND LAND DEVELOPERS,Niphad,Nashik,422303,MAHARASHTRA,2025-08-04,maharera
PR1180002501787,Kalpataru Verbina,Kalpataru Shubham Enterprises,Andheri,Mumbai Suburban,400060,MAHARASHTRA,2026-01-23,maharera
PM1300002500976,VISHAL ELITE,,Karad,Satara,415539,MAHARASHTRA,2026-01-31,maharera
PR1261012500749,Amanora Gateway Towers 2 – Tower 101,City Corporation Limited,Haveli,Pune,411028,MAHARASHTRA,2025-09-10,maharera
PR1050002501535,AMBY VALLEY,NIRMITI LANDMARK,Beed,Beed,431122,MAHARASHTRA,2025-11-21,maharera
PM1040002501201,CHOUDHARY BHAISHREE TOWERS,CHOUDHARY BHAISHREE LANDMARKS LLP,Aurangabad,Aurangabad,431002,MAHARASHTRA,2025-10-13,maharera
PR1270002500699,PARK 11,HOMELY LAND DEVELOPERS AND BUILDERS,Panvel,Raigarh,410208,MAHARASHTRA,2026-06-12,maharera
PR1260002502230,Onyx Haus,Vinayaka Developers,Haveli,Pune,411045,MAHARASHTRA,2026-02-02,maharera
PR1190002500848,NIRVANA HEIGHT,AT INFRASTRUCTURE,Nagpur (Rural),Nagpur,441122,MAHARASHTRA,2025-09-19,maharera
PR1040002501149,SHIV SANSKRUTI,M/S SHIV SANSKRUTI REALITY,Aurangabad,Aurangabad,431136,MAHARASHTRA,2025-10-09,maharera
PR1200002600473,Lotus Heights,M. M. DEVELOPERS,Nanded,Nanded,431602,MAHARASHTRA,2026-05-19,maharera
PM1270002501079,Deep Nakshtra,SAMBHAV HOMELAND,Panvel,Raigarh,410206,MAHARASHTRA,2025-10-01,maharera
PR1173032501584,Greenstone Heritage - B Wing,Beauty Lifestyles and Homes Pvt. Ltd.,Ward ABCD,Mumbai City,400001,MAHARASHTRA,2025-11-26,maharera
PR1260002501816,SHIVALAY RESIDENCY,,Shirur,Pune,412211,MAHARASHTRA,2025-12-17,maharera
PR1240002501628,RAMA PRABHAKAR TOWER,EKVIRA CONSTRUCTION,Vasai,Palghar,401303,MAHARASHTRA,2025-11-28,maharera
PM1180002502231,DAR US SALAM,AIMS INFRA,Kurla,Mumbai Suburban,400070,MAHARASHTRA,2026-02-02,maharera
PR1260002501013,Darshana Park B Apartment,Abhilasha Constructions,Pune City,Pune,411006,MAHARASHTRA,2026-01-27,maharera
PR1190002500694,GOLDEN SIGNATURE,SHREE AMARNATH DEVELOPERS,Nagpur (Rural),Nagpur,440037,MAHARASHTRA,2026-03-07,maharera
P52100080904,BANGAWASI,NEW FRONT DEVELOPERS,Pune City,Pune,411004,MAHARASHTRA,2026-03-17,maharera
PP1330002500716,Villa Imperio,Lodha Developers Limited,Kalyan,Thane,421204,MAHARASHTRA,2026-05-27,maharera
PM1330002600827,ANAND HERITAGE,SHREE ADESHWAR INFRA,Thane,Thane,401105,MAHARASHTRA,2026-06-17,maharera
PR1180002501712,VELCON PRIDE,Velcon Realtors,Kurla,Mumbai Suburban,400089,MAHARASHTRA,2026-03-20,maharera
PM1260002502150,TIRUPATI SAI SAMRUDDHII,TIRUPATI SAI ASSOCIATE,Haveli,Pune,411015,MAHARASHTRA,2026-02-04,maharera
PR1330002502194,Shilpa Apartment,Motichand Nathu Gosrani,Shahapur,Thane,421601,MAHARASHTRA,2026-01-29,maharera
PR1170002501200,Shree Krishnakunj,Sugee Developers Private Limited,Ward GNorth,Mumbai City,400016,MAHARASHTRA,2025-10-13,maharera
PR1180002501127,PALKHI VIRAYA,KELVIN ENGINEERING AND SUPPLIES PRIVATE LIMITED,Borivali,Mumbai Suburban,400104,MAHARASHTRA,2025-10-09,maharera
PC1140002500994,JINDAL GOYAL SQUARE,JINDAL GOYAL REALITY LLP,Jalna,Jalna,431203,MAHARASHTRA,2025-09-29,maharera
PR1320002501514,Tirupati Puram II,TIRUPATI CONSTRUCTION PRAMOTERS AND DEVELOPERS,Pandharpur,Solapur,413304,MAHARASHTRA,2025-11-19,maharera
PM1260002500635,RKH Shubh Dwar,RKH Royal Properties,Haveli,Pune,412105,MAHARASHTRA,2026-06-18,maharera
PR1330002500743,Prime Kingdom,Prime Core Builders LLP,Kalyan,Thane,421306,MAHARASHTRA,2025-09-10,maharera
PP1270002501014,Terra Muse,Terramarine Infrastructure LLP,Alibag,Raigarh,402201,MAHARASHTRA,2025-09-29,maharera
PR1180002500668,THE REDEVELOPMENT OF YOU AND I CHSL,PRANAV CONSTRUCTIONS LIMITED,Andheri,Mumbai Suburban,400053,MAHARASHTRA,2025-08-26,maharera
PM1240002501148,Imperial Dhanraj,Imperial Buildcon Realty,Vasai,Palghar,401202,MAHARASHTRA,2026-04-30,maharera
PP1190002500930,Sai Nagri 10,SAIDHAM BUILDERS AND ASSOCIATES,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2025-09-24,maharera
PR1180002500874,Crest 4 Pali Hill,CREST VENTURES LIMITED,Andheri,Mumbai Suburban,400050,MAHARASHTRA,2026-04-24,maharera
PR1220002501015,Sai Saffron,Swapnil Suryabhan Jadhav,Nashik,Nashik,422009,MAHARASHTRA,2025-09-29,maharera
PC1180002501531,HARISHARAN TATTVAA,ASHAPURA REALITY PRIVATE LIMITED,Kurla,Mumbai Suburban,400080,MAHARASHTRA,2025-11-21,maharera
PM1220002501817,TGL Celestial,Thakkers Group Limited,Nashik,Nashik,423106,MAHARASHTRA,2025-12-17,maharera
P50500080815,CITARA,GOYAL MOHTA DEVELOPERS LLP,Nagpur (Urban),Nagpur,440035,MAHARASHTRA,2025-07-11,maharera
P52100080816,DWARKA BUSINESS SQUARE,NAIKNAVARE HOUSING DEVELOPMENTS PVT. LTD.,Khed,Pune,410501,MAHARASHTRA,2025-07-11,maharera
PM1270002502279,BAUG-E-ZAINAB,SRS BUROOJ CONSTRUCTION LLP,Karjat,Raigarh,410101,MAHARASHTRA,2026-02-06,maharera
PR1240002501234,DHANANJAY ELITE,DHANRAJ ELITE,Vasai,Palghar,401202,MAHARASHTRA,2025-10-15,maharera
PM1260002502211,RGS Forte Aspire,RGS Realty LLP,Mulshi,Pune,411033,MAHARASHTRA,2026-03-27,maharera
PM1310002501508,AARADHANA,BALAJI BUILDERS AND DEVELOPERS,Kudal,Sindhudurg,416520,MAHARASHTRA,2025-11-18,maharera
PM1030002500849,Shree Gajanan Residency,Saurabh Construction and Developers,Amravati,Amravati,444607,MAHARASHTRA,2025-09-19,maharera
PR1330002500669,Shyam B,RAJE BUILDERS & DEVELOPERS,Thane,Thane,400601,MAHARASHTRA,2025-08-26,maharera
PR1270002500727,Surana Vista,S D BUILDCON,Uran,Raigarh,400702,MAHARASHTRA,2025-09-09,maharera
PR1260002500977,Tishya,ASAP Spaces LLP,Haveli,Pune,411045,MAHARASHTRA,2026-04-09,maharera
PM1330002501323,OSTWAL MANSION,SHREE OSTWAL BUILDERS LTD,Thane,Thane,401105,MAHARASHTRA,2025-10-24,maharera
PC1220002501040,Shraddha Primus,,Nashik,Nashik,422005,MAHARASHTRA,2025-10-01,maharera
PR1290002502141,TRIMURTI RESIDENCY,VIVEK RANGRAO PATIL,Miraj,Sangli,416410,MAHARASHTRA,2026-01-21,maharera
PM1330002501469,ARJUN HEIGHTS,QUBA VENTURE,Bhiwandi,Thane,421302,MAHARASHTRA,2025-11-14,maharera
PM1180002500785,VHS STERLING,VHS LIFESPACE LLP,Borivali,Mumbai Suburban,400068,MAHARASHTRA,2025-09-15,maharera
P52100080905,SAINA SERENITY,AASTHA DEVELOPERS,Pune City,Pune,412207,MAHARASHTRA,2026-02-06,maharera
P50500080906,SHREE MANSION JAITALA,SACHIN ASHOK KHARE,Nagpur (Urban),Nagpur,440036,MAHARASHTRA,2025-08-11,maharera
P52100080907,RADHIKA RADISSON,Shree Samarth Associates,Haveli,Pune,411015,MAHARASHTRA,2025-08-11,maharera
P52600080909,Shrikhande Pride,B. S. L. DEVELOPERS,Pandharpur,Solapur,413304,MAHARASHTRA,2025-08-11,maharera
P52100080910,RAMA ELLENZA,Shyamsundar Ramchandra Kanitkar,Haveli,Pune,411017,MAHARASHTRA,2025-08-11,maharera
P99000080911,Rohini Heights Building no 3 wing - A Type - 5,LALITKUMAR POONAMSINGH RAJPUROHIT,Palghar,Palghar,401404,MAHARASHTRA,2025-08-11,maharera
P52700080912,VARAD GARDEN PHASE II,VARAD CONSTRUCTION,Satara,Satara,415002,MAHARASHTRA,2025-08-11,maharera
P51700080913,ASHAPURA GALAXY,S R ENTERPRISES,Kalyan,Thane,421306,MAHARASHTRA,2025-08-11,maharera
PM1220002600755,Suhit Urbanium,Suhit Associates,Baglan,Nashik,423301,MAHARASHTRA,2026-06-12,maharera
PM1180002500823,Sheetal Sky Tower B,D.G.S. Land Developers (India) Pvt Ltd,Andheri,Mumbai Suburban,400053,MAHARASHTRA,2025-09-17,maharera
PM1260002500824,New Kaveri,VENTURESPRO PROJECTS LLP,Haveli,Pune,411038,MAHARASHTRA,2026-06-20,maharera
PM1260002500728,MANGALAM MIDAS CITY,M/S. MANGALAM REALTY,Haveli,Pune,412105,MAHARASHTRA,2025-09-09,maharera
